MARCA,SUB-CATEGORIA,CANAL ,SKU,CÓDIGO DE BARRAS,PRODUCTO,Ciudades,Unidades distribuidas , Tamaño ,2021 ENERO,2021 FEBRERO,2021 MARZO,2021 ABRIL,2021 MAYO,2021 JUNIO,2022 ENERO,2022 FEBRERO,2022 MARZO,2022 ABRIL,2022 MAYO,2022 JUNIO, Total 2021 , Total 2022 , Total general 
INFANTI,BIBERONES,Autoservicios,1275,7.50103E+12,BIB FOREST 20 OZ,Ciudad de Mexico,"10,000",0 OZ,0,0,0,54,169,0,0,0,0,0,66,0,223,66,289
INFANTI,BIBERONES,Autoservicios,1281,7.50103E+12,BIB TWIST 8OZ,Monterrey,"10,001", 8OZ,0,0,0,557,941,17,228,91,257,377,86,377,"1,514","1,416","2,930"
INFANTI,BIBERONES,Autoservicios,1301,7.50103E+12,BIB FOREST 8OZ,Guadalajara,"10,002", 8OZ,0,0,0,10,31,0,0,0,0,0,26,0,41,26,67
INFANTI,BIBERONES,Autoservicios,1302,7.50103E+12,BIB FOREST 4OZ,Guadalajara,"10,003", 4OZ,0,0,0,5,36,0,0,0,0,0,24,0,41,24,65
INFANTI,BIBERONES,Autoservicios,7200,7.50103E+12,BIB DREAMS 4OZ,Monterrey,"10,004", 4OZ,0,0,0,41,94,0,0,0,0,0,38,0,134,38,173
INFANTI,BIBERONES,Autoservicios,7216,7.50103E+12,BIBERON CA 9 OZ,Ciudad de Mexico,"10,005",9 OZ,0,0,0,0,0,0,0,0,0,2,39,12, -   ,53,53
INFANTI,BIBERONES,Autoservicios,1360,7.50103E+12,BIB DREAMS 8OZ,Ciudad de Mexico,"10,006", 8OZ,0,0,0,72,307,0,0,0,0,0,127,0,379,127,506
INFANTI,BIBERONES,Autoservicios,7230,7.50103E+12,BIB ACUARIO 8OZ,Ciudad de Mexico,"10,007", 8OZ,0,0,0,5,38,0,5,7,0,2,24,10,43,48,91
INFANTI,BIBERONES,Autoservicios,7217,7.50103E+12,BIBERON CA 5 OZ,Monterrey,"10,008",5 OZ,0,0,0,0,0,0,0,2,2,1,11,2, -   ,17,17
INFANTI,BIBERONES,Autoservicios,1257,7.50103E+12,BIBERON COLOR 240,Monterrey,"10,009",0,0,0,0,12,65,0,0,0,0,0,31,0,77,31,108
INFANTI,BIBERONES,Autoservicios,1258,7.50103E+12,BIBERON COLOR 120,Monterrey,"10,010",0,0,0,5,0,0,0,2,36,0,34,0,12,5,84,89
INFANTI,BIBERONES,Autoservicios,7275,7.50103E+12,BIB FOREST 5OZ,Guadalajara,"10,011", 5OZ,0,0,11,1,0,0,10,0,0,0,10,3,12,23,35
INFANTI,BIBERONES,Autoservicios,7276,7.50103E+12,BIB FOREST 9OZ,Ciudad de Mexico,"10,012", 9OZ,0,0,5,2,10,10,10,10,10,10,10,11,28,62,90
INFANTI,BIBERONES,Autoservicios,1137,7.50103E+12,BIBERON 2 OZ MILK,Ciudad de Mexico,"10,013",2 OZ ,17,14,0,17,13,8,7,5,39,4,8,16,68,78,146
INFANTI,BIBERONES,Autoservicios,1275,7.50103E+12,BIB FOREST 20 OZ,Monterrey,"10,014",0 OZ,107,73,125,79,160,125,108,67,131,102,228,32,668,668,"1,337"
INFANTI,BIBERONES,Autoservicios,1281,7.50103E+12,BIB TWIST 8OZ,Guadalajara,"10,015", 8OZ,113,72,175,29,65,72,31,19,38,31,122,22,526,264,790
INFANTI,BIBERONES,Autoservicios,1301,7.50103E+12,BIB FOREST 8OZ,Guadalajara,"10,016", 8OZ,22,24,24,12,22,46,29,19,29,34,84,26,149,221,370
INFANTI,BIBERONES,Autoservicios,1302,7.50103E+12,BIB FOREST 4OZ,Monterrey,"10,017", 4OZ,53,38,38,19,43,53,50,29,67,31,77,29,245,283,528
INFANTI,BIBERONES,Autoservicios,7200,7.50103E+12,BIB DREAMS 4OZ,Ciudad de Mexico,"10,018", 4OZ,120,77,96,84,158,178,91,53,130,62,271,24,713,631,"1,344"
INFANTI,BIBERONES,Autoservicios,7216,7.50103E+12,BIBERON CA 9 OZ,Ciudad de Mexico,"10,019",9 OZ,0,0,10,0,0,0,0,7,10,22,83,22,10,143,152
INFANTI,BIBERONES,Autoservicios,1360,7.50103E+12,BIB DREAMS 8OZ,Ciudad de Mexico,"10,020", 8OZ,178,132,312,146,394,286,247,175,271,209,598,65,"1,447","1,565","3,012"
INFANTI,BIBERONES,Autoservicios,7230,7.50103E+12,BIB ACUARIO 8OZ,Monterrey,"10,021", 8OZ,34,26,36,24,26,74,26,29,65,58,122,22,221,322,542
INFANTI,BIBERONES,Autoservicios,1106,7.50103E+12,BIBERON VIDRIO 120,Monterrey,"10,022",0,24,10,19,10,19,53,26,5,2,12,17,0,134,62,197
INFANTI,BIBERONES,Autoservicios,7217,7.50103E+12,BIBERON CA 5 OZ,Monterrey,"10,023",5 OZ,0,0,2,0,0,0,0,5,4,3,31,8,2,51,53
INFANTI,BIBERONES,Autoservicios,1257,7.50103E+12,BIBERON COLOR 240,Guadalajara,"10,024",0,46,36,24,19,70,84,60,29,62,91,137,46,278,425,703
INFANTI,BIBERONES,Autoservicios,1258,7.50103E+12,BIBERON COLOR 120,Ciudad de Mexico,"10,025",0,29,17,29,17,24,70,12,24,41,17,65,17,185,175,360
INFANTI,BIBERONES,Autoservicios,7275,7.50103E+12,BIB FOREST 5OZ,Ciudad de Mexico,"10,026", 5OZ,2,16,4,4,7,5,9,1,0,3,10,1,38,24,62
INFANTI,BIBERONES,Autoservicios,7276,7.50103E+12,BIB FOREST 9OZ,Monterrey,"10,027", 9OZ,13,4,4,8,14,10,9,7,16,7,23,5,53,67,120
INFANTI,BIBERONES,Autoservicios,1137,7.50103E+12,BIBERON 2 OZ MILK,Guadalajara,"10,028",2 OZ ,13,7,12,9,17,19,13,10,22,10,39,5,77,99,176
INFANTI,BIBERONES,Autoservicios,1170,7.50103E+12,BIBERON ADV 2OZ,Guadalajara,"10,029", 2OZ,8,8,2,9,6,7,8,6,10,5,18,5,40,53,93
INFANTI,BIBERONES,Autoservicios,1184,7.50103E+12,BIB ADV TRAN 2 P OZ,Monterrey,"10,030",P OZ,6,7,8,4,6,7,7,7,12,2,19,4,38,52,90
INFANTI,BIBERONES,Autoservicios,1275,7.50103E+12,BIB FOREST 20 OZ,Ciudad de Mexico,"10,031",0 OZ,0,0,0,185,692,0,0,0,0,0,350,0,877,350,"1,228"
INFANTI,BIBERONES,Autoservicios,1281,7.50103E+12,BIB TWIST 8OZ,Ciudad de Mexico,"10,032", 8OZ,0,0,0,"2,510",454,437,382,118,362,962,74,170,"3,401","2,069","5,470"
INFANTI,BIBERONES,Autoservicios,1301,7.50103E+12,BIB FOREST 8OZ,Ciudad de Mexico,"10,033", 8OZ,0,0,0,12,72,0,0,0,0,0,48,0,84,48,132
INFANTI,BIBERONES,Autoservicios,1302,7.50103E+12,BIB FOREST 4OZ,Monterrey,"10,034", 4OZ,0,0,0,29,206,0,0,0,0,0,77,0,235,77,312
INFANTI,BIBERONES,Autoservicios,7200,7.50103E+12,BIB DREAMS 4OZ,Monterrey,"10,035", 4OZ,0,0,0,149,809,0,0,0,0,0,338,0,958,338,"1,296"
INFANTI,BIBERONES,Autoservicios,7216,7.50103E+12,BIBERON CA 9 OZ,Monterrey,"10,036",9 OZ,0,0,3,0,0,0,0,0,1,10,105,20,3,136,139
INFANTI,BIBERONES,Autoservicios,1360,7.50103E+12,BIB DREAMS 8OZ,Guadalajara,"10,037", 8OZ,0,0,0,178,835,0,0,0,0,0,346,0,"1,013",346,"1,358"
INFANTI,BIBERONES,Autoservicios,7230,7.50103E+12,BIB ACUARIO 8OZ,Ciudad de Mexico,"10,038", 8OZ,0,0,0,10,218,0,5,17,0,14,74,34,228,144,372
INFANTI,BIBERONES,Autoservicios,1106,7.50103E+12,BIBERON VIDRIO 120,Ciudad de Mexico,"10,039",0,0,0,0,10,84,0,0,0,0,0,41,0,94,41,134
INFANTI,BIBERONES,Autoservicios,7217,7.50103E+12,BIBERON CA 5 OZ,Monterrey,"10,040",5 OZ,0,0,3,0,0,0,0,4,2,7,24,11,3,47,50
INFANTI,BIBERONES,Autoservicios,1257,7.50103E+12,BIBERON COLOR 240,Guadalajara,"10,041",0,0,0,0,22,118,0,0,2,0,0,43,0,139,46,185
INFANTI,BIBERONES,Autoservicios,1258,7.50103E+12,BIBERON COLOR 120,Guadalajara,"10,042",0,0,0,53,0,0,0,26,161,0,144,0,58,53,389,442
INFANTI,BIBERONES,Autoservicios,7275,7.50103E+12,BIB FOREST 5OZ,Monterrey,"10,043", 5OZ,0,0,0,10,31,0,0,0,0,0,26,0,41,26,67
INFANTI,BIBERONES,Autoservicios,7276,7.50103E+12,BIB FOREST 9OZ,Ciudad de Mexico,"10,044", 9OZ,0,0,0,5,36,0,0,0,0,0,24,0,41,24,65
INFANTI,BIBERONES,Autoservicios,1137,7.50103E+12,BIBERON 2 OZ MILK,Ciudad de Mexico,"10,045",2 OZ ,0,0,0,41,94,0,0,0,0,0,38,0,134,38,173
INFANTI,BIBERONES,Autoservicios,1184,7.50103E+12,BIB ADV TRAN 2 P OZ,Ciudad de Mexico,"10,046",P OZ,0,0,0,0,0,0,0,0,0,2,39,12, -   ,53,53
INFANTI,BIBERONES,Autoservicios,1275,7.50103E+12,BIB FOREST 20 OZ,Monterrey,"10,047",0 OZ,0,0,0,72,307,0,0,0,0,0,127,0,379,127,506
INFANTI,BIBERONES,Autoservicios,1281,7.50103E+12,BIB TWIST 8OZ,Monterrey,"10,048", 8OZ,0,0,0,5,38,0,5,7,0,2,24,10,43,48,91
INFANTI,BIBERONES,Autoservicios,1301,7.50103E+12,BIB FOREST 8OZ,Monterrey,"10,049", 8OZ,0,0,0,0,0,0,0,2,2,1,11,2, -   ,17,17
INFANTI,BIBERONES,Autoservicios,1302,7.50103E+12,BIB FOREST 4OZ,Guadalajara,"10,050", 4OZ,0,0,0,12,65,0,0,0,0,0,31,0,77,31,108
INFANTI,BIBERONES,Autoservicios,7200,7.50103E+12,BIB DREAMS 4OZ,Ciudad de Mexico,"10,051", 4OZ,0,0,5,0,0,0,2,36,0,34,0,12,5,84,89
INFANTI,BIBERONES,Autoservicios,7216,7.50103E+12,BIBERON CA 9 OZ,Ciudad de Mexico,"10,052",9 OZ,0,0,11,1,0,0,10,0,0,0,10,3,12,23,35
INFANTI,BIBERONES,Autoservicios,1360,7.50103E+12,BIB DREAMS 8OZ,Monterrey,"10,053", 8OZ,0,0,5,2,10,10,10,10,10,10,10,11,28,62,90
INFANTI,BIBERONES,Autoservicios,7230,7.50103E+12,BIB ACUARIO 8OZ,Guadalajara,"10,054", 8OZ,17,14,0,17,13,8,7,5,39,4,8,16,68,78,146
INFANTI,BIBERONES,Autoservicios,1106,7.50103E+12,BIBERON VIDRIO 120,Guadalajara,"10,055",0,107,73,125,79,160,125,108,67,131,102,228,32,668,668,"1,337"
INFANTI,BIBERONES,Autoservicios,7217,7.50103E+12,BIBERON CA 5 OZ,Monterrey,"10,056",5 OZ,113,72,175,29,65,72,31,19,38,31,122,22,526,264,790
INFANTI,BIBERONES,Autoservicios,1257,7.50103E+12,BIBERON COLOR 240,Ciudad de Mexico,"10,057",0,22,24,24,12,22,46,29,19,29,34,84,26,149,221,370
INFANTI,BIBERONES,Autoservicios,1258,7.50103E+12,BIBERON COLOR 120,Ciudad de Mexico,"10,058",0,53,38,38,19,43,53,50,29,67,31,77,29,245,283,528
INFANTI,BIBERONES,Autoservicios,7275,7.50103E+12,BIB FOREST 5OZ,Ciudad de Mexico,"10,059", 5OZ,120,77,96,84,158,178,91,53,130,62,271,24,713,631,"1,344"
INFANTI,BIBERONES,Autoservicios,7276,7.50103E+12,BIB FOREST 9OZ,Monterrey,"10,060", 9OZ,0,0,10,0,0,0,0,7,10,22,83,22,10,143,152
INFANTI,BIBERONES,Autoservicios,1137,7.50103E+12,BIBERON 2 OZ MILK,Monterrey,"10,061",2 OZ ,178,132,312,146,394,286,247,175,271,209,598,65,"1,447","1,565","3,012"
INFANTI,BIBERONES,Autoservicios,1170,7.50103E+12,BIBERON ADV 2OZ,Monterrey,"10,062", 2OZ,34,26,36,24,26,74,26,29,65,58,122,22,221,322,542
INFANTI,BIBERONES,Autoservicios,1184,7.50103E+12,BIB ADV TRAN 2 P OZ,Guadalajara,"10,063",P OZ,24,10,19,10,19,53,26,5,2,12,17,0,134,62,197
INFANTI,BIBERONES,Autoservicios,1275,7.50103E+12,BIB FOREST 20 OZ,Ciudad de Mexico,"10,064",0 OZ,0,0,2,0,0,0,0,5,4,3,31,8,2,51,53
INFANTI,BIBERONES,Autoservicios,1281,7.50103E+12,BIB TWIST 8OZ,Ciudad de Mexico,"10,065", 8OZ,46,36,24,19,70,84,60,29,62,91,137,46,278,425,703
INFANTI,BIBERONES,Autoservicios,1301,7.50103E+12,BIB FOREST 8OZ,Monterrey,"10,066", 8OZ,29,17,29,17,24,70,12,24,41,17,65,17,185,175,360
INFANTI,BIBERONES,Autoservicios,1302,7.50103E+12,BIB FOREST 4OZ,Guadalajara,"10,067", 4OZ,2,16,4,4,7,5,9,1,0,3,10,1,38,24,62
INFANTI,BIBERONES,Autoservicios,7200,7.50103E+12,BIB DREAMS 4OZ,Guadalajara,"10,068", 4OZ,13,4,4,8,14,10,9,7,16,7,23,5,53,67,120
INFANTI,BIBERONES,Autoservicios,7216,7.50103E+12,BIBERON CA 9 OZ,Monterrey,"10,069",9 OZ,13,7,12,9,17,19,13,10,22,10,39,5,77,99,176
INFANTI,BIBERONES,Autoservicios,1360,7.50103E+12,BIB DREAMS 8OZ,Ciudad de Mexico,"10,070", 8OZ,8,8,2,9,6,7,8,6,10,5,18,5,40,53,93
INFANTI,BIBERONES,Autoservicios,7230,7.50103E+12,BIB ACUARIO 8OZ,Ciudad de Mexico,"10,071", 8OZ,6,7,8,4,6,7,7,7,12,2,19,4,38,52,90
INFANTI,BIBERONES,Autoservicios,1106,7.50103E+12,BIBERON VIDRIO 120,Ciudad de Mexico,"10,072",0,0,0,0,185,692,0,0,0,0,0,350,0,877,350,"1,228"
INFANTI,BIBERONES,Autoservicios,7217,7.50103E+12,BIBERON CA 5 OZ,Monterrey,"10,073",5 OZ,0,0,0,"2,510",454,437,382,118,362,962,74,170,"3,401","2,069","5,470"
INFANTI,BIBERONES,Autoservicios,1257,7.50103E+12,BIBERON COLOR 240,Monterrey,"10,074",0,0,0,0,12,72,0,0,0,0,0,48,0,84,48,132
INFANTI,BIBERONES,Autoservicios,1258,7.50103E+12,BIBERON COLOR 120,Monterrey,"10,075",0,0,0,0,29,206,0,0,0,0,0,77,0,235,77,312
INFANTI,BIBERONES,Autoservicios,7275,7.50103E+12,BIB FOREST 5OZ,Guadalajara,"10,076", 5OZ,0,0,0,149,809,0,0,0,0,0,338,0,958,338,"1,296"
INFANTI,BIBERONES,Autoservicios,7276,7.50103E+12,BIB FOREST 9OZ,Ciudad de Mexico,"10,077", 9OZ,0,0,3,0,0,0,0,0,1,10,105,20,3,136,139
INFANTI,BIBERONES,Autoservicios,1137,7.50103E+12,BIBERON 2 OZ MILK,Ciudad de Mexico,"10,078",2 OZ ,28,43,25,33,44,58,14,36,44,37,86,28,232,245,476
INFANTI,BIBERONES,Autoservicios,1177,7.50103E+12,BIB ADV 2PK TRS 9OZ,Monterrey,"10,079", 9OZ,4,4,2,2,1,6,18,7,0,0,0,0,19,25,44
INFANTI,BIBERONES,Autoservicios,1170,7.50103E+12,BIBERON ADV 2OZ,Guadalajara,"10,080", 2OZ,27,21,16,24,14,28,38,26,25,23,60,22,130,193,322
INFANTI,BIBERONES,Autoservicios,1184,7.50103E+12,BIB ADV TRAN 2 P OZ,Guadalajara,"10,081",P OZ,21,11,8,8,8,13,25,23,18,13,42,11,70,132,202
INFANTI,BIBERONES,Autoservicios,1188,7.50103E+12,BIBERON MEDICINA,Monterrey,"10,082",0,0,0,0,0,0,0,28,10,0,0,1,0, -   ,38,38
INFANTI,BIBERONES,Autoservicios,1275,7.50103E+12,BIB FOREST 20 OZ,Ciudad de Mexico,"10,083",0 OZ,0,0,0,66,161,0,0,0,0,0,80,0,227,80,307
INFANTI,BIBERONES,Autoservicios,1281,7.50103E+12,BIB TWIST 8OZ,Ciudad de Mexico,"10,084", 8OZ,0,0,0,"1,366",564,118,773,170,480,636,55,542,"2,047","2,657","4,704"
INFANTI,BIBERONES,Autoservicios,1301,7.50103E+12,BIB FOREST 8OZ,Ciudad de Mexico,"10,085", 8OZ,0,0,0,7,34,0,0,0,0,0,29,0,41,29,70
INFANTI,BIBERONES,Autoservicios,1302,7.50103E+12,BIB FOREST 4OZ,Monterrey,"10,086", 4OZ,0,0,0,12,53,0,0,0,0,0,36,0,65,36,101
INFANTI,BIBERONES,Autoservicios,7200,7.50103E+12,BIB DREAMS 4OZ,Monterrey,"10,087", 4OZ,0,0,0,48,146,0,0,2,0,0,70,0,194,72,266
INFANTI,BIBERONES,Autoservicios,7216,7.50103E+12,BIBERON CA 9 OZ,Monterrey,"10,088",9 OZ,0,0,1,0,0,0,0,1,2,5,52,4,1,64,65
INFANTI,BIBERONES,Autoservicios,1360,7.50103E+12,BIB DREAMS 8OZ,Guadalajara,"10,089", 8OZ,0,0,0,89,348,0,0,0,0,0,110,0,437,110,547
INFANTI,BIBERONES,Autoservicios,7230,7.50103E+12,BIB ACUARIO 8OZ,Ciudad de Mexico,"10,090", 8OZ,0,0,0,10,50,0,2,10,0,5,24,17,60,58,118
INFANTI,BIBERONES,Autoservicios,1106,7.50103E+12,BIBERON VIDRIO 120,Ciudad de Mexico,"10,091",0,0,0,0,5,12,0,0,0,0,0,17,0,17,17,34
INFANTI,BIBERONES,Autoservicios,7217,7.50103E+12,BIBERON CA 5 OZ,Monterrey,"10,092",5 OZ,0,0,2,0,0,0,0,2,0,2,17,6,2,28,30
INFANTI,BIBERONES,Autoservicios,1257,7.50103E+12,BIBERON COLOR 240,Guadalajara,"10,093",0,0,0,0,22,98,0,0,0,0,0,34,0,120,34,154
INFANTI,BIBERONES,Autoservicios,1258,7.50103E+12,BIBERON COLOR 120,Guadalajara,"10,094",0,0,0,0,0,0,0,0,67,0,62,0,48, -   ,178,178
INFANTI,BIBERONES,Autoservicios,7275,7.50103E+12,BIB FOREST 5OZ,Monterrey,"10,095", 5OZ,0,0,7,0,0,0,4,0,0,0,7,4,7,14,21
INFANTI,BIBERONES,Autoservicios,7276,7.50103E+12,BIB FOREST 9OZ,Ciudad de Mexico,"10,096", 9OZ,0,0,7,5,19,0,2,0,2,1,5,4,31,14,45
INFANTI,BIBERONES,Autoservicios,1137,7.50103E+12,BIBERON 2 OZ MILK,Ciudad de Mexico,"10,097",2 OZ ,0,0,0,10,31,0,0,0,0,0,26,0,41,26,67
INFANTI,BIBERONES,Autoservicios,1184,7.50103E+12,BIB ADV TRAN 2 P OZ,Ciudad de Mexico,"10,098",P OZ,0,0,0,5,36,0,0,0,0,0,24,0,41,24,65
INFANTI,BIBERONES,Autoservicios,1275,7.50103E+12,BIB FOREST 20 OZ,Monterrey,"10,099",0 OZ,0,0,0,41,94,0,0,0,0,0,38,0,134,38,173
INFANTI,BIBERONES,Autoservicios,1281,7.50103E+12,BIB TWIST 8OZ,Monterrey,"10,100", 8OZ,0,0,0,0,0,0,0,0,0,2,39,12, -   ,53,53
INFANTI,BIBERONES,Autoservicios,1301,7.50103E+12,BIB FOREST 8OZ,Monterrey,"10,101", 8OZ,0,0,0,72,307,0,0,0,0,0,127,0,379,127,506
INFANTI,BIBERONES,Autoservicios,1302,7.50103E+12,BIB FOREST 4OZ,Guadalajara,"10,102", 4OZ,0,0,0,5,38,0,5,7,0,2,24,10,43,48,91
INFANTI,BIBERONES,Autoservicios,7200,7.50103E+12,BIB DREAMS 4OZ,Ciudad de Mexico,"10,103", 4OZ,0,0,0,0,0,0,0,2,2,1,11,2, -   ,17,17
INFANTI,BIBERONES,Autoservicios,7216,7.50103E+12,BIBERON CA 9 OZ,Ciudad de Mexico,"10,104",9 OZ,0,0,0,12,65,0,0,0,0,0,31,0,77,31,108
INFANTI,BIBERONES,Autoservicios,1360,7.50103E+12,BIB DREAMS 8OZ,Monterrey,"10,105", 8OZ,0,0,5,0,0,0,2,36,0,34,0,12,5,84,89
INFANTI,BIBERONES,Autoservicios,7230,7.50103E+12,BIB ACUARIO 8OZ,Guadalajara,"10,106", 8OZ,0,0,11,1,0,0,10,0,0,0,10,3,12,23,35
INFANTI,BIBERONES,Autoservicios,1106,7.50103E+12,BIBERON VIDRIO 120,Guadalajara,"10,107",0,0,0,5,2,10,10,10,10,10,10,10,11,28,62,90
INFANTI,BIBERONES,Autoservicios,7217,7.50103E+12,BIBERON CA 5 OZ,Monterrey,"10,108",5 OZ,17,14,0,17,13,8,7,5,39,4,8,16,68,78,146
INFANTI,BIBERONES,Autoservicios,1257,7.50103E+12,BIBERON COLOR 240,Ciudad de Mexico,"10,109",0,107,73,125,79,160,125,108,67,131,102,228,32,668,668,"1,337"
INFANTI,BIBERONES,Autoservicios,1258,7.50103E+12,BIBERON COLOR 120,Ciudad de Mexico,"10,110",0,113,72,175,29,65,72,31,19,38,31,122,22,526,264,790
INFANTI,BIBERONES,Autoservicios,7276,7.50103E+12,BIB FOREST 9OZ,Ciudad de Mexico,"10,111", 9OZ,22,24,24,12,22,46,29,19,29,34,84,26,149,221,370
INFANTI,BIBERONES,Autoservicios,1137,7.50103E+12,BIBERON 2 OZ MILK,Monterrey,"10,112",2 OZ ,53,38,38,19,43,53,50,29,67,31,77,29,245,283,528
INFANTI,BIBERONES,Autoservicios,1184,7.50103E+12,BIB ADV TRAN 2 P OZ,Monterrey,"10,113",P OZ,120,77,96,84,158,178,91,53,130,62,271,24,713,631,"1,344"
INFANTI,BIBERONES,Autoservicios,1275,7.50103E+12,BIB FOREST 20 OZ,Monterrey,"10,114",0 OZ,0,0,10,0,0,0,0,7,10,22,83,22,10,143,152
INFANTI,BIBERONES,Autoservicios,1281,7.50103E+12,BIB TWIST 8OZ,Guadalajara,"10,115", 8OZ,178,132,312,146,394,286,247,175,271,209,598,65,"1,447","1,565","3,012"
INFANTI,BIBERONES,Autoservicios,1301,7.50103E+12,BIB FOREST 8OZ,Ciudad de Mexico,"10,116", 8OZ,34,26,36,24,26,74,26,29,65,58,122,22,221,322,542
INFANTI,BIBERONES,Autoservicios,1302,7.50103E+12,BIB FOREST 4OZ,Ciudad de Mexico,"10,117", 4OZ,24,10,19,10,19,53,26,5,2,12,17,0,134,62,197
INFANTI,BIBERONES,Autoservicios,7200,7.50103E+12,BIB DREAMS 4OZ,Monterrey,"10,118", 4OZ,0,0,2,0,0,0,0,5,4,3,31,8,2,51,53
INFANTI,BIBERONES,Autoservicios,7216,7.50103E+12,BIBERON CA 9 OZ,Guadalajara,"10,119",9 OZ,46,36,24,19,70,84,60,29,62,91,137,46,278,425,703
INFANTI,BIBERONES,Autoservicios,1360,7.50103E+12,BIB DREAMS 8OZ,Guadalajara,"10,120", 8OZ,29,17,29,17,24,70,12,24,41,17,65,17,185,175,360
INFANTI,BIBERONES,Autoservicios,7230,7.50103E+12,BIB ACUARIO 8OZ,Monterrey,"10,121", 8OZ,2,16,4,4,7,5,9,1,0,3,10,1,38,24,62
INFANTI,BIBERONES,Autoservicios,1106,7.50103E+12,BIBERON VIDRIO 120,Ciudad de Mexico,"10,122",0,13,4,4,8,14,10,9,7,16,7,23,5,53,67,120
INFANTI,BIBERONES,Autoservicios,7217,7.50103E+12,BIBERON CA 5 OZ,Ciudad de Mexico,"10,123",5 OZ,13,7,12,9,17,19,13,10,22,10,39,5,77,99,176
INFANTI,BIBERONES,Autoservicios,1257,7.50103E+12,BIBERON COLOR 240,Ciudad de Mexico,"10,124",0,8,8,2,9,6,7,8,6,10,5,18,5,40,53,93
INFANTI,BIBERONES,Autoservicios,1258,7.50103E+12,BIBERON COLOR 120,Monterrey,"10,125",0,6,7,8,4,6,7,7,7,12,2,19,4,38,52,90
INFANTI,BIBERONES,Autoservicios,7275,7.50103E+12,BIB FOREST 5OZ,Monterrey,"10,126", 5OZ,0,0,0,185,692,0,0,0,0,0,350,0,877,350,"1,228"
INFANTI,BIBERONES,Autoservicios,7276,7.50103E+12,BIB FOREST 9OZ,Monterrey,"10,127", 9OZ,0,0,0,"2,510",454,437,382,118,362,962,74,170,"3,401","2,069","5,470"
INFANTI,BIBERONES,Autoservicios,1137,7.50103E+12,BIBERON 2 OZ MILK,Guadalajara,"10,128",2 OZ ,0,0,0,12,72,0,0,0,0,0,48,0,84,48,132
INFANTI,BIBERONES,Autoservicios,1170,7.50103E+12,BIBERON ADV 2OZ,Ciudad de Mexico,"10,129", 2OZ,0,0,0,29,206,0,0,0,0,0,77,0,235,77,312
INFANTI,BIBERONES,Autoservicios,1184,7.50103E+12,BIB ADV TRAN 2 P OZ,Ciudad de Mexico,"10,130",P OZ,0,0,0,149,809,0,0,0,0,0,338,0,958,338,"1,296"
INFANTI,BIBERONES,Autoservicios,1188,7.50103E+12,BIBERON MEDICINA,Monterrey,"10,131",0,0,0,3,0,0,0,0,0,1,10,105,20,3,136,139
INFANTI,BIBERONES,Autoservicios,1275,7.50103E+12,BIB FOREST 20 OZ,Guadalajara,"10,132",0 OZ,552,352,"1,044","2,670",109,190,553,696,"1,442","1,369",91,294,"4,916","4,446","9,362"
INFANTI,BIBERONES,Autoservicios,1281,7.50103E+12,BIB TWIST 8OZ,Guadalajara,"10,133", 8OZ,334,120,240,"1,042",19,48,286,288,475,259,50,65,"1,802","1,423","3,226"
INFANTI,BIBERONES,Autoservicios,1301,7.50103E+12,BIB FOREST 8OZ,Monterrey,"10,134", 8OZ,154,144,314,914,12,65,302,593,586,590,55,144,"1,603","2,270","3,874"
INFANTI,BIBERONES,Autoservicios,1302,7.50103E+12,BIB FOREST 4OZ,Ciudad de Mexico,"10,135", 4OZ,218,110,336,794,12,82,259,324,490,382,53,132,"1,553","1,639","3,192"
INFANTI,BIBERONES,Autoservicios,7200,7.50103E+12,BIB DREAMS 4OZ,Ciudad de Mexico,"10,136", 4OZ,984,941,"1,404","2,878",485,804,"1,464","1,416","1,270","3,581",648,924,"7,495","9,302","16,798"
INFANTI,BIBERONES,Autoservicios,7216,7.50103E+12,BIBERON CA 9 OZ,Ciudad de Mexico,"10,137",9 OZ,0,0,3,0,0,0,0,262,512,940,11,113,3,"1,838","1,841"
INFANTI,BIBERONES,Autoservicios,1360,7.50103E+12,BIB DREAMS 8OZ,Monterrey,"10,138", 8OZ,"1,462","1,728","2,582","5,580",696,"1,654","1,968","5,347","3,977","8,887",581,"1,490","13,702","22,250","35,952"
INFANTI,BIBERONES,Autoservicios,7217,7.50103E+12,BIBERON CA 5 OZ,Monterrey,"10,139",5 OZ,0,0,4,0,0,0,0,65,74,69,49,50,4,307,311
INFANTI,BIBERONES,Autoservicios,1257,7.50103E+12,BIBERON COLOR 240,Monterrey,"10,140",0,526,204,754,"1,373",50,173,382,674,216,"1,435",17,120,"3,079","2,844","5,923"
INFANTI,BIBERONES,Autoservicios,1258,7.50103E+12,BIBERON COLOR 120,Guadalajara,"10,141",0,444,204,559,917,46,60,314,461,670,619,19,48,"2,230","2,131","4,361"
INFANTI,BIBERONES,Autoservicios,1275,7.50103E+12,BIB FOREST 20 OZ,Ciudad de Mexico,"10,142",0 OZ,48,96,72,48,96,60,72,60,96,120,119,72,420,539,959
INFANTI,BIBERONES,Autoservicios,1301,7.50103E+12,BIB FOREST 8OZ,Ciudad de Mexico,"10,143", 8OZ,0,0,120,48,24,12,168,43,96,10,96,72,204,485,689
INFANTI,BIBERONES,Autoservicios,1360,7.50103E+12,BIB DREAMS 8OZ,Monterrey,"10,144", 8OZ,144,120,173,86,115,173,216,58,223,58,202,144,811,900,"1,711"
