MARCA,SUB-CATEGORIA,CANAL ,SKU,CÓDIGO DE BARRAS,PRODUCTO,Ciudades,Unidades distribuidas , Tamaño ,2021 ENERO,2021 FEBRERO,2021 MARZO,2021 ABRIL,2021 MAYO,2021 JUNIO,2022 ENERO,2022 FEBRERO,2022 MARZO,2022 ABRIL,2022 MAYO,2022 JUNIO, Total 2021 , Total 2022 , Total general 
INFANTI,BIBERONES,Autoservicios,1170,7.50103E+12,BIBERON ADV 2OZ,Guadalajara,"14,015", 2OZ,38,22,30,40,40,46,10,44,21,25,38,18,214,154,369
INFANTI,BIBERONES,Autoservicios,1922,7.50103E+12,BIB HUELLITAS 8 OZ,Ciudad de Mexico,"14,016",8 OZ,199,233,79,86,139,125,77,170,182,31,103,79,862,643,"1,505"
INFANTI,BIBERONES,Autoservicios,1275,7.50103E+12,BIB FOREST 20 OZ,Ciudad de Mexico,"14,017",0 OZ,170,140,90,311,131,320,170,281,210,210,390,240,"1,163","1,501","2,664"
INFANTI,BIBERONES,Autoservicios,7200,7.50103E+12,BIB DREAMS 4OZ,Monterrey,"14,018", 4OZ,91,84,468,334,350,362,101,336,235,370,470,185,"1,690","1,697","3,386"
INFANTI,BIBERONES,Autoservicios,7216,7.50103E+12,BIBERON CA 9 OZ,Guadalajara,"14,019",9 OZ,0,0,9,0,0,0,0,86,16,55,195,39,9,390,399
INFANTI,BIBERONES,Autoservicios,7229,7.50103E+12,BIB ACUARIO 4OZ,Guadalajara,"14,020", 4OZ,43,26,55,134,110,130,96,53,106,77,94,38,499,463,962
INFANTI,BIBERONES,Autoservicios,1360,7.50103E+12,BIB DREAMS 8OZ,Monterrey,"14,021", 8OZ,108,77,420,427,487,526,168,470,470,269,638,470,"2,045","2,486","4,531"
INFANTI,BIBERONES,Autoservicios,1105,7.50103E+12,BIBERON VIDRIO 240,Ciudad de Mexico,"14,022",0,17,14,26,29,29,43,36,58,53,53,53,43,158,295,454
INFANTI,BIBERONES,Autoservicios,1106,7.50103E+12,BIBERON VIDRIO 120,Ciudad de Mexico,"14,023",0,10,14,34,65,38,67,50,72,58,50,50,19,228,300,528
INFANTI,BIBERONES,Autoservicios,1233,7.50103E+12,BIB TWIST 3PK 8OZ,Ciudad de Mexico,"14,024", 8OZ,83,61,187,292,238,288,194,133,274,202,655,202,"1,148","1,660","2,808"
INFANTI,BIBERONES,Autoservicios,7217,7.50103E+12,BIBERON CA 5 OZ,Monterrey,"14,025",5 OZ,0,0,4,0,0,0,0,53,20,20,46,82,4,221,226
INFANTI,BIBERONES,Autoservicios,7276,7.50103E+12,BIB FOREST 9OZ,Monterrey,"14,026", 9OZ,10,7,23,49,41,47,8,7,8,2,9,2,178,37,215
INFANTI,BIBERONES,Autoservicios,1137,7.50103E+12,BIBERON 2 OZ MILK,Monterrey,"14,027",2 OZ ,15,32,40,88,61,78,76,37,81,37,80,42,314,352,666
INFANTI,BIBERONES,Autoservicios,1177,7.50103E+12,BIB ADV 2PK TRS 9OZ,Guadalajara,"14,028", 9OZ,4,4,13,26,20,12,13,18,14,10,12,20,79,88,167
INFANTI,BIBERONES,Autoservicios,1170,7.50103E+12,BIBERON ADV 2OZ,Ciudad de Mexico,"14,029", 2OZ,25,14,30,54,54,55,38,65,26,47,58,32,232,266,498
INFANTI,BIBERONES,Autoservicios,1184,7.50103E+12,BIB ADV TRAN 2 P OZ,Ciudad de Mexico,"14,030",P OZ,11,8,11,17,21,17,37,28,65,40,53,67,87,289,376
INFANTI,BIBERONES,Autoservicios,1922,7.50103E+12,BIB HUELLITAS 8 OZ,Monterrey,"14,031",8 OZ,89,182,70,115,142,142,98,139,226,62,151,110,739,787,"1,526"
INFANTI,BIBERONES,Autoservicios,7229,7.50103E+12,BIB ACUARIO 4OZ,Guadalajara,"14,032", 4OZ,0,238,324,190,247,24,168,259,113,0,242,115,"1,022",898,"1,920"
INFANTI,BIBERONES,Autoservicios,1105,7.50103E+12,BIBERON VIDRIO 240,Guadalajara,"14,033",0,0,41,38,53,5,7,29,96,41,0,24,17,144,206,350
INFANTI,BIBERONES,Autoservicios,1106,7.50103E+12,BIBERON VIDRIO 120,Monterrey,"14,034",0,0,48,34,22,36,10,41,86,62,0,24,48,149,262,410
INFANTI,BIBERONES,Autoservicios,1233,7.50103E+12,BIB TWIST 3PK 8OZ,Ciudad de Mexico,"14,035", 8OZ,0,176,295,248,40,90,151,284,432,0,176,137,850,"1,181","2,030"
INFANTI,BIBERONES,Autoservicios,7217,7.50103E+12,BIBERON CA 5 OZ,Ciudad de Mexico,"14,036",5 OZ,0,0,0,0,0,0,0,345,134,0,86,135, -   ,700,700
INFANTI,BIBERONES,Autoservicios,1137,7.50103E+12,BIBERON 2 OZ MILK,Ciudad de Mexico,"14,037",2 OZ ,0,38,45,34,10,14,25,57,83,0,17,31,141,214,355
INFANTI,BIBERONES,Autoservicios,1177,7.50103E+12,BIB ADV 2PK TRS 9OZ,Monterrey,"14,038", 9OZ,0,6,14,25,13,0,8,29,25,0,1,24,59,88,146
INFANTI,BIBERONES,Autoservicios,1170,7.50103E+12,BIBERON ADV 2OZ,Monterrey,"14,039", 2OZ,0,57,104,66,34,16,46,121,39,0,88,42,278,337,614
INFANTI,BIBERONES,Autoservicios,1184,7.50103E+12,BIB ADV TRAN 2 P OZ,Monterrey,"14,040",P OZ,0,12,17,22,4,1,29,70,37,0,28,50,55,214,268
INFANTI,BIBERONES,Autoservicios,1922,7.50103E+12,BIB HUELLITAS 8 OZ,Guadalajara,"14,041",8 OZ,0,912,552,420,348,0,221,878,559,0,233,274,"2,232","2,165","4,397"
INFANTI,BIBERONES,Autoservicios,7229,7.50103E+12,BIB ACUARIO 4OZ,Ciudad de Mexico,"14,042", 4OZ,295,163,235,254,422,679,403,48,353,490,365,386,"2,050","2,045","4,094"
INFANTI,BIBERONES,Autoservicios,1105,7.50103E+12,BIBERON VIDRIO 240,Ciudad de Mexico,"14,043",0,67,29,46,41,103,79,84,26,122,94,106,74,365,506,871
INFANTI,BIBERONES,Autoservicios,1106,7.50103E+12,BIBERON VIDRIO 120,Monterrey,"14,044",0,110,77,46,84,98,144,74,19,94,96,98,38,559,420,979
INFANTI,BIBERONES,Autoservicios,1233,7.50103E+12,BIB TWIST 3PK 8OZ,Guadalajara,"14,045", 8OZ,328,137,277,252,691,713,374,115,475,418,"1,192",259,"2,398","2,833","5,231"
INFANTI,BIBERONES,Autoservicios,7217,7.50103E+12,BIBERON CA 5 OZ,Guadalajara,"14,046",5 OZ,0,0,60,0,0,0,0,178,143,311,384,306,60,"1,322","1,382"
INFANTI,BIBERONES,Autoservicios,1137,7.50103E+12,BIBERON 2 OZ MILK,Monterrey,"14,047",2 OZ ,61,31,37,68,81,173,78,16,68,71,112,60,451,404,855
INFANTI,BIBERONES,Autoservicios,1177,7.50103E+12,BIB ADV 2PK TRS 9OZ,Ciudad de Mexico,"14,048", 9OZ,17,17,14,18,31,28,32,17,30,26,17,24,125,146,271
INFANTI,BIBERONES,Autoservicios,1170,7.50103E+12,BIBERON ADV 2OZ,Ciudad de Mexico,"14,049", 2OZ,149,71,77,79,163,158,77,64,105,146,107,81,697,579,"1,276"
INFANTI,BIBERONES,Autoservicios,1184,7.50103E+12,BIB ADV TRAN 2 P OZ,Ciudad de Mexico,"14,050",P OZ,41,8,11,15,32,27,55,5,77,79,72,64,135,352,487
INFANTI,BIBERONES,Autoservicios,1922,7.50103E+12,BIB HUELLITAS 8 OZ,Monterrey,"14,051",8 OZ,946,118,374,336,782,"1,070",499,259,878,554,797,996,"3,626","3,984","7,610"
INFANTI,BIBERONES,Autoservicios,1275,7.50103E+12,BIB FOREST 20 OZ,Monterrey,"14,052",0 OZ,0,0,0,67,222,508,4,300,60,120,240,180,797,904,"1,700"
INFANTI,BIBERONES,Autoservicios,7200,7.50103E+12,BIB DREAMS 4OZ,Monterrey,"14,053", 4OZ,0,24,444,230,350,113,168,605,235,134,437,437,"1,162","2,016","3,178"
INFANTI,BIBERONES,Autoservicios,7216,7.50103E+12,BIBERON CA 9 OZ,Guadalajara,"14,054",9 OZ,0,0,0,0,0,0,0,39,31,23,23,62, -   ,179,179
INFANTI,BIBERONES,Autoservicios,1360,7.50103E+12,BIB DREAMS 8OZ,Ciudad de Mexico,"14,055", 8OZ,370,235,"1,008",504,907,"1,008",0,974,"1,006",0,806,806,"4,032","3,593","7,625"
INFANTI,BIBERONES,Autoservicios,1275,7.50103E+12,BIB FOREST 20 OZ,Ciudad de Mexico,"14,056",0 OZ,115,185,210,120,30,480,150,115,170,120,270,150,"1,140",976,"2,116"
INFANTI,BIBERONES,Autoservicios,7200,7.50103E+12,BIB DREAMS 4OZ,Monterrey,"14,057", 4OZ,91,77,187,185,134,379,96,110,180,84,259,115,"1,054",845,"1,898"
INFANTI,BIBERONES,Autoservicios,7216,7.50103E+12,BIBERON CA 9 OZ,Guadalajara,"14,058",9 OZ,0,0,8,0,0,0,0,47,8,8,39,55,8,157,164
INFANTI,BIBERONES,Autoservicios,1360,7.50103E+12,BIB DREAMS 8OZ,Guadalajara,"14,059", 8OZ,130,122,192,288,134,535,235,202,370,134,235,235,"1,402","1,411","2,813"
INFANTI,BIBERONES,Autoservicios,1275,7.50103E+12,BIB FOREST 20 OZ,Monterrey,"14,060",0 OZ,0,0,0,0,40,7,173,26,0,30,90,0,47,319,366
INFANTI,BIBERONES,Autoservicios,7216,7.50103E+12,BIBERON CA 9 OZ,Ciudad de Mexico,"14,061",9 OZ,0,0,0,0,0,0,0,0,0,8,19,0, -   ,26,26
INFANTI,BIBERONES,Autoservicios,1360,7.50103E+12,BIB DREAMS 8OZ,Ciudad de Mexico,"14,062", 8OZ,0,0,0,0,0,0,504,101,0,269,0,0, -   ,874,874
INFANTI,BIBERONES,Autoservicios,1275,7.50103E+12,BIB FOREST 20 OZ,Ciudad de Mexico,"14,063",0 OZ,246,385,187,186,244,494,90,120,360,300,330,360,"1,742","1,560","3,302"
INFANTI,BIBERONES,Autoservicios,7200,7.50103E+12,BIB DREAMS 4OZ,Monterrey,"14,064", 4OZ,180,276,545,470,634,674,67,302,470,403,302,403,"2,779","1,949","4,728"
INFANTI,BIBERONES,Autoservicios,7216,7.50103E+12,BIBERON CA 9 OZ,Monterrey,"14,065",9 OZ,0,0,1,0,0,0,0,39,47,62,133,94,1,374,376
INFANTI,BIBERONES,Autoservicios,1360,7.50103E+12,BIB DREAMS 8OZ,Monterrey,"14,066", 8OZ,379,475,811,722,922,"1,193",36,"1,006","1,310",571,941,605,"4,502","4,469","8,971"
INFANTI,BIBERONES,Autoservicios,1275,7.50103E+12,BIB FOREST 20 OZ,Guadalajara,"14,067",0 OZ,53,0,52,85,0,0,150,330,0,30,150,0,190,660,850
INFANTI,BIBERONES,Autoservicios,7200,7.50103E+12,BIB DREAMS 4OZ,Ciudad de Mexico,"14,068", 4OZ,55,0,170,108,0,0,202,302,0,34,370,0,334,907,"1,241"
INFANTI,BIBERONES,Autoservicios,7216,7.50103E+12,BIBERON CA 9 OZ,Ciudad de Mexico,"14,069",9 OZ,0,0,11,0,0,0,0,47,0,31,70,16,11,164,175
INFANTI,BIBERONES,Autoservicios,1360,7.50103E+12,BIB DREAMS 8OZ,Monterrey,"14,070", 8OZ,122,0,293,173,0,0,504,101,0,0,437,0,588,"1,042","1,630"
INFANTI,BIBERONES,Autoservicios,1275,7.50103E+12,BIB FOREST 20 OZ,Guadalajara,"14,071",0 OZ,0,0,0,91,100,42,180,120,90,90,180,150,233,810,"1,043"
INFANTI,BIBERONES,Autoservicios,7200,7.50103E+12,BIB DREAMS 4OZ,Guadalajara,"14,072", 4OZ,175,137,425,319,151,74,168,235,67,134,134,134,"1,282",874,"2,155"
INFANTI,BIBERONES,Autoservicios,7216,7.50103E+12,BIBERON CA 9 OZ,Monterrey,"14,073",9 OZ,0,0,0,0,0,0,0,47,31,62,39,78, -   ,257,257
INFANTI,BIBERONES,Autoservicios,1360,7.50103E+12,BIB DREAMS 8OZ,Ciudad de Mexico,"14,074", 8OZ,348,348,953,461,353,139,571,470,739,202,437,470,"2,602","2,890","5,491"
INFANTI,BIBERONES,Autoservicios,1360,7.50103E+12,BIB DREAMS 8OZ,Ciudad de Mexico,"14,075", 8OZ,26,101,0,0,0,0,0,0,0,34,0,0,127,34,161
INFANTI,BIBERONES,Autoservicios,1275,7.50103E+12,BIB FOREST 20 OZ,Ciudad de Mexico,"14,076",0 OZ,0,0,0,32,523,396,360,360,330,180,420,300,952,"1,950","2,902"
INFANTI,BIBERONES,Autoservicios,7200,7.50103E+12,BIB DREAMS 4OZ,Monterrey,"14,077", 4OZ,0,0,0,10,31,0,0,0,0,0,26,0,41,26,67
INFANTI,BIBERONES,Autoservicios,7216,7.50103E+12,BIBERON CA 9 OZ,Monterrey,"14,078",9 OZ,0,0,0,5,36,0,0,0,0,0,24,0,41,24,65
INFANTI,BIBERONES,Autoservicios,1360,7.50103E+12,BIB DREAMS 8OZ,Monterrey,"14,079", 8OZ,0,0,0,41,94,0,0,0,0,0,38,0,134,38,173
INFANTI,BIBERONES,Autoservicios,1275,7.50103E+12,BIB FOREST 20 OZ,Guadalajara,"14,080",0 OZ,0,0,0,0,0,0,0,0,0,2,39,12, -   ,53,53
INFANTI,BIBERONES,Autoservicios,7200,7.50103E+12,BIB DREAMS 4OZ,Ciudad de Mexico,"14,081", 4OZ,0,0,0,72,307,0,0,0,0,0,127,0,379,127,506
INFANTI,BIBERONES,Autoservicios,7216,7.50103E+12,BIBERON CA 9 OZ,Ciudad de Mexico,"14,082",9 OZ,0,0,0,5,38,0,5,7,0,2,24,10,43,48,91
INFANTI,BIBERONES,Autoservicios,1360,7.50103E+12,BIB DREAMS 8OZ,Monterrey,"14,083", 8OZ,0,0,0,0,0,0,0,2,2,1,11,2, -   ,17,17
INFANTI,BIBERONES,Autoservicios,1275,7.50103E+12,BIB FOREST 20 OZ,Guadalajara,"14,084",0 OZ,0,0,0,12,65,0,0,0,0,0,31,0,77,31,108
INFANTI,BIBERONES,Autoservicios,7200,7.50103E+12,BIB DREAMS 4OZ,Guadalajara,"14,085", 4OZ,0,0,5,0,0,0,2,36,0,34,0,12,5,84,89
INFANTI,BIBERONES,Autoservicios,7216,7.50103E+12,BIBERON CA 9 OZ,Monterrey,"14,086",9 OZ,0,0,11,1,0,0,10,0,0,0,10,3,12,23,35
INFANTI,BIBERONES,Autoservicios,7229,7.50103E+12,BIB ACUARIO 4OZ,Ciudad de Mexico,"14,087", 4OZ,0,0,5,2,10,10,10,10,10,10,10,11,28,62,90
INFANTI,BIBERONES,Autoservicios,1360,7.50103E+12,BIB DREAMS 8OZ,Ciudad de Mexico,"14,088", 8OZ,17,14,0,17,13,8,7,5,39,4,8,16,68,78,146
INFANTI,BIBERONES,Autoservicios,1922,7.50103E+12,BIB HUELLITAS 8 OZ,Ciudad de Mexico,"14,089",8 OZ,107,73,125,79,160,125,108,67,131,102,228,32,668,668,"1,337"
INFANTI,BIBERONES,Autoservicios,1275,7.50103E+12,BIB FOREST 20 OZ,Monterrey,"14,090",0 OZ,113,72,175,29,65,72,31,19,38,31,122,22,526,264,790
INFANTI,BIBERONES,Autoservicios,7229,7.50103E+12,BIB ACUARIO 4OZ,Monterrey,"14,091", 4OZ,22,24,24,12,22,46,29,19,29,34,84,26,149,221,370
INFANTI,BIBERONES,Autoservicios,1360,7.50103E+12,BIB DREAMS 8OZ,Monterrey,"14,092", 8OZ,53,38,38,19,43,53,50,29,67,31,77,29,245,283,528
INFANTI,BIBERONES,Autoservicios,1105,7.50103E+12,BIBERON VIDRIO 240,Guadalajara,"14,093",0,120,77,96,84,158,178,91,53,130,62,271,24,713,631,"1,344"
INFANTI,BIBERONES,Autoservicios,1106,7.50103E+12,BIBERON VIDRIO 120,Ciudad de Mexico,"14,094",0,0,0,10,0,0,0,0,7,10,22,83,22,10,143,152
INFANTI,BIBERONES,Autoservicios,1233,7.50103E+12,BIB TWIST 3PK 8OZ,Ciudad de Mexico,"14,095", 8OZ,178,132,312,146,394,286,247,175,271,209,598,65,"1,447","1,565","3,012"
INFANTI,BIBERONES,Autoservicios,1137,7.50103E+12,BIBERON 2 OZ MILK,Monterrey,"14,096",2 OZ ,34,26,36,24,26,74,26,29,65,58,122,22,221,322,542
INFANTI,BIBERONES,Autoservicios,1170,7.50103E+12,BIBERON ADV 2OZ,Guadalajara,"14,097", 2OZ,24,10,19,10,19,53,26,5,2,12,17,0,134,62,197
INFANTI,BIBERONES,Autoservicios,1184,7.50103E+12,BIB ADV TRAN 2 P OZ,Guadalajara,"14,098",P OZ,0,0,2,0,0,0,0,5,4,3,31,8,2,51,53
INFANTI,BIBERONES,Autoservicios,1922,7.50103E+12,BIB HUELLITAS 8 OZ,Monterrey,"14,099",8 OZ,46,36,24,19,70,84,60,29,62,91,137,46,278,425,703
INFANTI,BIBERONES,Autoservicios,1275,7.50103E+12,BIB FOREST 20 OZ,Ciudad de Mexico,"14,100",0 OZ,29,17,29,17,24,70,12,24,41,17,65,17,185,175,360
INFANTI,BIBERONES,Autoservicios,7200,7.50103E+12,BIB DREAMS 4OZ,Ciudad de Mexico,"14,101", 4OZ,2,16,4,4,7,5,9,1,0,3,10,1,38,24,62
INFANTI,BIBERONES,Autoservicios,7216,7.50103E+12,BIBERON CA 9 OZ,Ciudad de Mexico,"14,102",9 OZ,13,4,4,8,14,10,9,7,16,7,23,5,53,67,120
INFANTI,BIBERONES,Autoservicios,7229,7.50103E+12,BIB ACUARIO 4OZ,Monterrey,"14,103", 4OZ,13,7,12,9,17,19,13,10,22,10,39,5,77,99,176
INFANTI,BIBERONES,Autoservicios,1360,7.50103E+12,BIB DREAMS 8OZ,Monterrey,"14,104", 8OZ,8,8,2,9,6,7,8,6,10,5,18,5,40,53,93
INFANTI,BIBERONES,Autoservicios,1105,7.50103E+12,BIBERON VIDRIO 240,Monterrey,"14,105",0,6,7,8,4,6,7,7,7,12,2,19,4,38,52,90
INFANTI,BIBERONES,Autoservicios,1106,7.50103E+12,BIBERON VIDRIO 120,Guadalajara,"14,106",0,0,0,0,185,692,0,0,0,0,0,350,0,877,350,"1,228"
INFANTI,BIBERONES,Autoservicios,1233,7.50103E+12,BIB TWIST 3PK 8OZ,Ciudad de Mexico,"14,107", 8OZ,0,0,0,"2,510",454,437,382,118,362,962,74,170,"3,401","2,069","5,470"
INFANTI,BIBERONES,Autoservicios,7217,7.50103E+12,BIBERON CA 5 OZ,Ciudad de Mexico,"14,108",5 OZ,0,0,0,12,72,0,0,0,0,0,48,0,84,48,132
INFANTI,BIBERONES,Autoservicios,7276,7.50103E+12,BIB FOREST 9OZ,Monterrey,"14,109", 9OZ,0,0,0,29,206,0,0,0,0,0,77,0,235,77,312
INFANTI,BIBERONES,Autoservicios,1137,7.50103E+12,BIBERON 2 OZ MILK,Guadalajara,"14,110",2 OZ ,0,0,0,149,809,0,0,0,0,0,338,0,958,338,"1,296"
INFANTI,BIBERONES,Autoservicios,1177,7.50103E+12,BIB ADV 2PK TRS 9OZ,Guadalajara,"14,111", 9OZ,0,0,3,0,0,0,0,0,1,10,105,20,3,136,139
INFANTI,BIBERONES,Autoservicios,1170,7.50103E+12,BIBERON ADV 2OZ,Monterrey,"14,112", 2OZ,66,14,46,44,73,74,38,74,52,53,89,34,318,340,658
INFANTI,BIBERONES,Autoservicios,1184,7.50103E+12,BIB ADV TRAN 2 P OZ,Ciudad de Mexico,"14,113",P OZ,13,1,8,4,11,8,32,10,52,16,24,20,44,154,198
INFANTI,BIBERONES,Autoservicios,1922,7.50103E+12,BIB HUELLITAS 8 OZ,Ciudad de Mexico,"14,114",8 OZ,302,242,103,98,269,209,192,254,324,96,233,233,"1,224","1,332","2,556"
INFANTI,BIBERONES,Autoservicios,1275,7.50103E+12,BIB FOREST 20 OZ,Ciudad de Mexico,"14,115",0 OZ,34,128,65,468,0,88,0,570,0,30,30,90,782,720,"1,502"
INFANTI,BIBERONES,Autoservicios,7200,7.50103E+12,BIB DREAMS 4OZ,Monterrey,"14,116", 4OZ,43,50,103,461,0,108,0,370,0,0,168,168,766,706,"1,471"
INFANTI,BIBERONES,Autoservicios,7216,7.50103E+12,BIBERON CA 9 OZ,Monterrey,"14,117",9 OZ,0,0,0,0,0,0,0,47,0,8,31,31, -   ,117,117
INFANTI,BIBERONES,Autoservicios,7229,7.50103E+12,BIB ACUARIO 4OZ,Monterrey,"14,118", 4OZ,12,19,31,106,0,46,0,5,0,34,34,34,214,106,319
INFANTI,BIBERONES,Autoservicios,1360,7.50103E+12,BIB DREAMS 8OZ,Guadalajara,"14,119", 8OZ,0,70,118,348,0,130,0,0,0,0,0,235,665,235,900
INFANTI,BIBERONES,Autoservicios,1105,7.50103E+12,BIBERON VIDRIO 240,Ciudad de Mexico,"14,120",0,0,5,0,5,0,5,0,0,0,5,0,10,14,14,29
INFANTI,BIBERONES,Autoservicios,1106,7.50103E+12,BIBERON VIDRIO 120,Ciudad de Mexico,"14,121",0,5,10,2,7,0,10,0,7,0,2,7,14,34,31,65
INFANTI,BIBERONES,Autoservicios,1233,7.50103E+12,BIB TWIST 3PK 8OZ,Monterrey,"14,122", 8OZ,14,18,29,90,0,47,0,11,0,14,29,47,198,101,299
INFANTI,BIBERONES,Autoservicios,7217,7.50103E+12,BIBERON CA 5 OZ,Guadalajara,"14,123",5 OZ,0,0,0,0,0,0,0,20,0,20,10,51, -   ,102,102
INFANTI,BIBERONES,Autoservicios,1137,7.50103E+12,BIBERON 2 OZ MILK,Guadalajara,"14,124",2 OZ ,3,7,2,23,0,11,0,1,0,5,11,15,47,32,79
INFANTI,BIBERONES,Autoservicios,1177,7.50103E+12,BIB ADV 2PK TRS 9OZ,Monterrey,"14,125", 9OZ,0,7,1,4,0,2,0,4,0,1,2,23,14,30,44
INFANTI,BIBERONES,Autoservicios,1170,7.50103E+12,BIBERON ADV 2OZ,Ciudad de Mexico,"14,126", 2OZ,2,6,9,31,0,19,0,18,0,6,6,20,68,50,118
INFANTI,BIBERONES,Autoservicios,1184,7.50103E+12,BIB ADV TRAN 2 P OZ,Ciudad de Mexico,"14,127",P OZ,0,1,1,5,0,4,0,1,0,4,2,36,11,43,54
INFANTI,BIBERONES,Autoservicios,1922,7.50103E+12,BIB HUELLITAS 8 OZ,Ciudad de Mexico,"14,128",8 OZ,0,0,0,10,31,0,0,0,0,0,26,0,41,26,67
INFANTI,BIBERONES,Autoservicios,1275,7.50103E+12,BIB FOREST 20 OZ,Monterrey,"14,129",0 OZ,0,0,0,5,36,0,0,0,0,0,24,0,41,24,65
INFANTI,BIBERONES,Autoservicios,1281,7.50103E+12,BIB TWIST 8OZ,Monterrey,"14,130", 8OZ,0,0,0,41,94,0,0,0,0,0,38,0,134,38,173
INFANTI,BIBERONES,Autoservicios,1301,7.50103E+12,BIB FOREST 8OZ,Monterrey,"14,131", 8OZ,0,0,0,0,0,0,0,0,0,2,39,12, -   ,53,53
INFANTI,BIBERONES,Autoservicios,1302,7.50103E+12,BIB FOREST 4OZ,Guadalajara,"14,132", 4OZ,0,0,0,72,307,0,0,0,0,0,127,0,379,127,506
INFANTI,BIBERONES,Autoservicios,7200,7.50103E+12,BIB DREAMS 4OZ,Ciudad de Mexico,"14,133", 4OZ,0,0,0,5,38,0,5,7,0,2,24,10,43,48,91
INFANTI,BIBERONES,Autoservicios,7216,7.50103E+12,BIBERON CA 9 OZ,Ciudad de Mexico,"14,134",9 OZ,0,0,0,0,0,0,0,2,2,1,11,2, -   ,17,17
INFANTI,BIBERONES,Autoservicios,1360,7.50103E+12,BIB DREAMS 8OZ,Monterrey,"14,135", 8OZ,0,0,0,12,65,0,0,0,0,0,31,0,77,31,108
INFANTI,BIBERONES,Autoservicios,7217,7.50103E+12,BIBERON CA 5 OZ,Guadalajara,"14,136",5 OZ,0,0,5,0,0,0,2,36,0,34,0,12,5,84,89
INFANTI,BIBERONES,Autoservicios,1257,7.50103E+12,BIBERON COLOR 240,Guadalajara,"14,137",0,0,0,11,1,0,0,10,0,0,0,10,3,12,23,35
INFANTI,BIBERONES,Autoservicios,1258,7.50103E+12,BIBERON COLOR 120,Monterrey,"14,138",0,0,0,5,2,10,10,10,10,10,10,10,11,28,62,90
INFANTI,BIBERONES,Autoservicios,7275,7.50103E+12,BIB FOREST 5OZ,Ciudad de Mexico,"14,139", 5OZ,17,14,0,17,13,8,7,5,39,4,8,16,68,78,146
INFANTI,BIBERONES,Autoservicios,7276,7.50103E+12,BIB FOREST 9OZ,Ciudad de Mexico,"14,140", 9OZ,107,73,125,79,160,125,108,67,131,102,228,32,668,668,"1,337"
INFANTI,BIBERONES,Autoservicios,1137,7.50103E+12,BIBERON 2 OZ MILK,Ciudad de Mexico,"14,141",2 OZ ,113,72,175,29,65,72,31,19,38,31,122,22,526,264,790
INFANTI,BIBERONES,Autoservicios,1275,7.50103E+12,BIB FOREST 20 OZ,Monterrey,"14,142",0 OZ,22,24,24,12,22,46,29,19,29,34,84,26,149,221,370
INFANTI,BIBERONES,Autoservicios,1281,7.50103E+12,BIB TWIST 8OZ,Monterrey,"14,143", 8OZ,53,38,38,19,43,53,50,29,67,31,77,29,245,283,528
INFANTI,BIBERONES,Autoservicios,1302,7.50103E+12,BIB FOREST 4OZ,Monterrey,"14,144", 4OZ,120,77,96,84,158,178,91,53,130,62,271,24,713,631,"1,344"
INFANTI,BIBERONES,Autoservicios,7200,7.50103E+12,BIB DREAMS 4OZ,Guadalajara,"14,145", 4OZ,0,0,10,0,0,0,0,7,10,22,83,22,10,143,152
INFANTI,BIBERONES,Autoservicios,7216,7.50103E+12,BIBERON CA 9 OZ,Ciudad de Mexico,"14,146",9 OZ,178,132,312,146,394,286,247,175,271,209,598,65,"1,447","1,565","3,012"
INFANTI,BIBERONES,Autoservicios,1360,7.50103E+12,BIB DREAMS 8OZ,Ciudad de Mexico,"14,147", 8OZ,34,26,36,24,26,74,26,29,65,58,122,22,221,322,542
INFANTI,BIBERONES,Autoservicios,7230,7.50103E+12,BIB ACUARIO 8OZ,Monterrey,"14,148", 8OZ,24,10,19,10,19,53,26,5,2,12,17,0,134,62,197
INFANTI,BIBERONES,Autoservicios,7217,7.50103E+12,BIBERON CA 5 OZ,Guadalajara,"14,149",5 OZ,0,0,2,0,0,0,0,5,4,3,31,8,2,51,53
INFANTI,BIBERONES,Autoservicios,1257,7.50103E+12,BIBERON COLOR 240,Guadalajara,"14,150",0,46,36,24,19,70,84,60,29,62,91,137,46,278,425,703
INFANTI,BIBERONES,Autoservicios,1258,7.50103E+12,BIBERON COLOR 120,Monterrey,"14,151",0,29,17,29,17,24,70,12,24,41,17,65,17,185,175,360
INFANTI,BIBERONES,Autoservicios,7276,7.50103E+12,BIB FOREST 9OZ,Ciudad de Mexico,"14,152", 9OZ,2,16,4,4,7,5,9,1,0,3,10,1,38,24,62
INFANTI,BIBERONES,Autoservicios,1137,7.50103E+12,BIBERON 2 OZ MILK,Ciudad de Mexico,"14,153",2 OZ ,13,4,4,8,14,10,9,7,16,7,23,5,53,67,120
INFANTI,BIBERONES,Autoservicios,1170,7.50103E+12,BIBERON ADV 2OZ,Ciudad de Mexico,"14,154", 2OZ,13,7,12,9,17,19,13,10,22,10,39,5,77,99,176
INFANTI,BIBERONES,Autoservicios,1257,7.50103E+12,BIBERON COLOR 240,Monterrey,"14,155",0,8,8,2,9,6,7,8,6,10,5,18,5,40,53,93
INFANTI,BIBERONES,Autoservicios,1258,7.50103E+12,BIBERON COLOR 120,Monterrey,"14,156",0,6,7,8,4,6,7,7,7,12,2,19,4,38,52,90
INFANTI,BIBERONES,Autoservicios,1275,7.50103E+12,BIB FOREST 20 OZ,Monterrey,"14,157",0 OZ,0,0,0,185,692,0,0,0,0,0,350,0,877,350,"1,228"
